148	4325
149	1498
149	4571
150	1596
150	1831
150	4565
151	1338
151	2364
151	3333
151	3434
152	1005
153	738
153	3520
154	1896
155	2483
156	2112
156	2405
156	3049
157	2668
157	4523
158	1405
158	1506
158	3871
159	978
159	2313
160	2182
160	3999
160	4452
161	3149
162	135
162	893
162	2057
162	2917
163	3338
164	146
165	1484
166	778
167	1923
167	3858
168	4391
169	36
169	483
169	747
169	2101
169	2776
169	3527
170	29
170	350
170	711
170	1659
170	2267
170	2889
170	3013
170	3760
170	4392
170	4446
170	4596
171	464
171	2560
171	4495
172	1498
173	4020
174	726
175	4436
176	1946
176	3059
177	45
177	2347
178	3222
179	4213
180	2515
181	1145
181	2088
181	2196
181	3541
181	4496
182	4561
183	563
184	3475
185	2366
186	658
187	301
187	1182
187	1572
187	2001
187	2559
187	3075
187	3560
187	3674
187	3925
187	4555
187	4603
188	833
189	2238
190	983
190	1364
190	1959
192	438
192	2666
192	2845
193	1847
194	501
194	3787
194	4572
195	2520
195	3697
196	287
196	1410
196	3270
197	3545
198	2714
199	3112
200	3772
201	47
201	2029
201	2035
201	2513
201	2603
201	2661
201	3014
201	3051
201	3931
201	4288
201	4427
202	148
202	3383
202	3453
203	230
203	338
203	379
203	1146
203	1305
204	3877
205	1552
206	64
207	4605
208	3796
209	3158
210	2326
210	3372
210	3517
211	1251
211	1983
212	1670
212	2343
213	2713
213	4192
214	1718
214	2543
214	3134
214	3177
214	3630
214	4576
215	101
215	359
215	1743
215	2848
216	945
216	1810
216	3703
216	4128
217	344
217	3386
218	3041
219	1407
220	1847
220	2008
220	3147
221	2616
221	2622
221	2863
222	2322
222	3521
222	3630
222	3841
222	4287
223	1643
224	1031
224	2670
224	2986
224	4367
224	4508
225	293
225	890
225	901
225	1293
225	1343
225	1569
225	1857
225	2348
225	2501
225	3005
225	3063
225	3600
226	653
226	924
226	1141
226	1765
226	2117
226	3900
227	4077
228	834
228	867
229	442
229	2758
230	203
230	1655
230	3430
230	4151
231	1470
231	2381
232	2971
232	3968
233	277
233	2001
234	1693
234	1813
234	2117
235	982
236	2955
236	3040
237	668
238	2198
239	354
240	4138
241	277
241	869
242	1548
243	4061
244	2504
245	1303
245	1965
245	2693
245	3335
245	4575
246	1655
246	3428
247	293
247	3063
247	4530
248	644
248	1878
248	2710
248	2747
248	3075
248	3526
248	4439
249	1427
250	2845
251	3037
253	652
254	302
256	1038
256	1942
257	1020
257	1730
257	2061
257	3668
257	3932
258	2888
259	2354
260	4148
261	3259
261	3650
262	2401
263	3383
264	3027
265	1612
265	3885
266	2001
267	1240
268	1508
268	2985
269	3085
270	1920
270	3453
271	1935
272	553
272	2839
273	148
273	3383
273	3453
274	3778
274	4157
275	3394
276	358
276	1443
276	3970
277	233
277	241
277	777
277	869
277	1182
277	1233
277	1421
277	2001
277	2131
277	2703
277	2934
278	463
278	1761
278	3446
278	3747
278	3865
278	4052
278	4601
279	116
279	148
279	3383
280	1969
281	1853
282	3993
283	1603
284	293
284	1705
284	2534
285	2082
286	2950
287	196
287	528
287	586
287	897
287	1027
287	1320
287	1333
287	1498
287	1858
287	1992
287	2547
287	3244
287	3413
287	3688
287	3729
287	4111
287	4344
288	726
288	1340
289	75
289	796
289	3266
290	900
291	1244
292	3191
293	82
293	97
293	138
293	225
293	247
293	284
293	482
293	490
293	501
293	686
293	719
293	734
293	1010
293	1114
293	1196
293	1261
293	1302
293	1343
293	1496
293	1576
293	1654
293	1685
293	1694
293	1705
293	1717
293	1820
293	1850
293	1946
293	1964
293	2007
293	2027
293	2142
293	2153
293	2266
293	2348
293	2372
293	2453
293	2489
293	2534
293	2540
293	2589
293	2646
293	2678
293	2753
293	2764
293	2816
293	2925
293	3063
293	3070
293	3143
293	3184
293	3193
293	3201
293	3205
293	3288
293	3455
293	3515
293	3569
293	3574
293	3608
293	3726
293	3776
293	3809
293	3888
293	4084
293	4098
293	4119
293	4151
293	4214
293	4321
293	4415
293	4477
293	4497
293	4530
294	2495
294	2699
295	2793
296	1046
297	3176
298	1322
299	864
299	1498
299	1853
299	2938
299	2970
300	775
300	1498
300	3369
301	187
301	2415
302	254
302	3107
303	2248
304	1061
304	3237
304	3933
304	4176
305	1539
306	4142
307	3569
308	4166
309	2483
309	3536
310	936
311	3047
312	841
313	2
314	2194
315	2204
316	126
316	409
316	432
316	1038
316	1148
316	1244
316	1406
316	1713
316	1942
316	1948
316	2151
316	2318
316	2923
316	3068
316	3074
316	3150
316	3277
316	3316
316	3505
316	3511
316	4335
316	4384
317	933
318	765
318	1253
319	2085
320	2048
321	4568
323	1412
323	2377
323	3763
323	4247
323	4532
324	1547
324	2622
325	2127
325	2298
326	835
326	3221
326	3742
326	4419
327	1861
328	132
328	1619
328	1718
328	1852
329	3943
330	429
330	1058
330	1604
330	2880
331	2570
332	1688
333	3517
334	4033
335	1028
335	2556
335	2835
336	1985
337	2144
338	203
338	2445
339	1743
340	1215
341	2229
341	2496
341	4172
342	123
343	541
343	1731
343	3536
344	217
344	856
344	924
344	1765
344	1882
344	2451
344	3137
345	1561
346	3126
347	2125
347	2765
348	619
348	795
348	1166
349	520
349	2003
349	2219
350	170
350	1722
350	1957
350	4426
351	2825
352	523
352	1906
352	2402
352	2840
352	2885
352	3882
352	4202
353	1022
353	1372
353	3083
353	4526
354	239
354	2079
354	2362
355	2296
356	1969
356	4094
357	4430
358	276
359	215
360	1924
361	2818
362	908
363	2644
364	1215
365	1782
366	1639
367	3398
368	2919
369	2356
369	3517
370	1955
371	1510
371	2714
372	1003
374	1608
375	1980
376	520
376	2217
377	921
377	2190
377	3042
378	3296
379	203
381	474
381	2838
381	4274
382	1826
382	2121
382	2353
383	519
384	2378
385	1151
386	3315
387	3704
388	965
388	3517
389	1293
389	2169
389	2860
389	4268
390	3613
390	3734
391	4115
392	394
392	2590
393	1309
394	392
394	1718
394	3134
394	3383
394	3436
394	3609
394	4547
394	4576
395	2065
396	605
396	985
396	2346
397	509
397	731
397	1446
397	1544
397	1669
397	1719
397	3517
397	3825
398	1939
398	4320
399	2273
400	788
400	2845
400	4101
401	2263
402	3545
403	3963
403	4047
404	3960
405	848
406	1487
407	2845
408	121
408	517
408	2976
408	3406
408	3839
408	3929
408	4529
409	316
410	869
410	1233
410	2066
410	3999
410	4495
411	1806
411	3053
411	3826
411	4423
412	2305
413	1548
414	16
415	485
415	2166
415	2689
416	3517
417	2285
418	3758
419	4406
420	2714
421	2400
421	2689
422	3842
423	2483
423	3405
423	3775
424	2541
424	4047
425	941
426	1403
427	136
427	3498
428	2636
428	2658
429	330
430	731
430	3372
430	3517
430	3685
431	2104
432	316
432	1244
432	4335
433	2105
433	3291
434	1233
435	1024
436	890
437	2164
437	2560
438	192
438	1220
438	1255
438	2248
438	4088
438	4400
438	4523
439	461
440	2504
441	3016
442	8
442	229
442	451
442	533
442	697
442	1037
442	1103
442	1486
442	1567
442	1642
442	1653
442	1716
442	1729
442	1919
442	1970
442	2456
442	2490
442	2531
442	2758
442	2871
442	3101
442	3285
442	3426
442	3573
442	3600
442	4090
442	4205
443	2069
443	4013
444	2104
445	3345
446	3772
447	1618
447	4430
448	2992
448	3983
449	3120
450	3843
451	442
451	4098
452	2014
452	3206
452	3372
452	4085
452	4535
453	456
454	581
454	2374
455	1357
456	453
456	2954
457	1537
458	718
458	4016
459	2976
460	835
460	2439
460	2688
460	2746
460	2845
460	4523
461	439
462	2758
462	3622
463	278
463	3446
463	3865
463	3882
464	171
464	749
464	1051
464	1768
464	1952
464	2131
464	2203
464	2265
464	3526
465	16
466	901
466	3067
467	2606
468	788
468	2845
468	4101
469	2758
470	731
470	3517
471	965
471	2252
471	2412
471	2490
472	2350
472	2707
473	2112
473	2405
474	381
474	2190
474	3583
475	3282
476	1564
476	1690
476	2783
476	3198
476	3545
477	1179
478	2644
479	1743
479	2307
479	3914
480	634
480	1982
480	3577
481	3372
481	3517
482	293
483	169
483	1022
484	4165
485	1
485	23
485	59
485	415
485	1052
485	2166
485	3548
485	3715
485	3846
486	1609
486	2960
486	3290
487	4255
488	816
489	2098
490	293
491	3126
491	4144
492	2452
493	737
493	2119
493	2227
493	2812
493	3558
493	3606
493	3720
494	2164
494	2307
494	2665
494	3326
494	3631
495	4589
496	64
496	933
496	3403
497	4013
498	1982
499	4238
500	4430
501	194
501	293
501	2292
502	2307
503	3985
504	1490
504	2399
504	4050
505	3261
505	4107
506	1047
506	3105
507	2280
508	2388
509	19
509	103
509	129
509	397
509	731
509	733
509	1885
509	2146
509	2301
509	2469
509	2696
509	2817
509	3156
509	3206
509	3372
509	3502
509	3517
509	3685
509	3825
509	3968
509	4025
509	4085
509	4348
509	4535
510	2370
511	4251
512	3296
513	555
514	1147
514	1275
514	1968
514	3240
514	4520
515	3008
515	3665
516	2933
517	408
517	1731
518	4226
519	383
520	349
520	376
520	753
520	1755
520	2102
520	2245
520	3269
520	3454
520	3579
520	3774
520	4149
521	934
521	1290
521	2974
521	4401
521	4570
522	1076
522	2516
522	3462
523	352
523	2132
523	4601
524	3984
524	4478
525	774
525	995
525	1002
525	1498
525	2632
525	3301
525	3878
526	978
526	1836
527	2082
527	2342
528	287
529	2514
530	1171
530	2562
530	2808
530	3675
530	4459
530	4591
531	2282
531	2287
532	3106
533	442
533	1729
534	1905
535	1762
535	3999
536	1498
536	3869
537	1704
537	2045
537	2698
538	2490
539	1563
540	832
541	343
541	3528
542	731
542	1461
542	2259
543	1852
543	1969
543	2336
543	2654
543	3477
544	4479
545	1242
545	2837
545	3189
545	3433
546	1947
547	1762
547	3517
548	1782
548	2152
549	2026
549	3385
550	3402
551	2104
552	3228
553	272
554	2828
555	513
555	920
555	948
555	2687
555	3902
557	1184
558	1187
558	2587
558	4154
559	1534
560	2140
561	3683
562	2352
563	183
564	3140
565	1360
565	3629
566	1374
567	938
567	975
567	1141
567	1446
567	1855
567	2517
568	2102
568	2219
568	3269
569	3772
570	1009
570	4087
571	1762
572	3268
573	4315
573	4538
574	1877
574	2622
574	2697
574	3383
575	2133
575	2347
576	1498
576	4349
577	794
577	1117
577	1176
577	1489
577	2053
577	2833
577	3003
577	3015
577	3040
577	4108
577	4517
578	2863
579	826
580	3059
581	454
581	1032
581	1747
581	2536
581	3429
581	3890
582	2845
583	2622
584	73
584	1701
584	1983
584	2426
584	2863
584	3590
584	3817
585	804
586	287
587	4142
588	1959
589	1942
589	2591
590	1567
591	2190
592	1473
593	2165
593	3115
594	4230
595	1901
595	3361
595	3487
595	3514
596	4131
597	3372
597	3517
598	1768
599	3772
599	4082
600	1652
600	1693
600	1813
600	1876
600	2117
600	3873
601	731
602	3697
603	3953
604	1935
605	396
606	1229
607	2863
608	4430
609	4374
610	4594
611	1969
611	2605
611	3299
612	2062
613	3282
613	4168
614	809
614	1110
614	3601
614	3807
614	4227
615	4207
616	1233
617	4212
618	2504
618	3602
619	348
620	35
621	1618
621	1662
622	913
622	1990
623	4538
624	931
624	936
624	1119
624	3602
625	731
625	965
625	3372
626	1827
626	2243
627	1678
628	3115
629	1967
629	3648
630	1732
630	2590
631	1165
631	2163
631	4381
632	1452
633	1050
633	1866
634	480
635	3383
636	4207
637	1725
637	2041
637	2352
637	3116
637	3929
638	1949
639	834
640	85
640	1559
640	1926
640	3187
641	1204
641	3064
642	3843
643	1498
644	248
644	1233
644	2747
645	2364
646	3805
647	668
648	1182
649	731
650	775
651	3140
652	253
653	226
653	924
653	1495
653	1707
653	1882
653	1997
653	2355
653	2778
653	2802
653	2906
653	3900
653	4345
653	4373
653	4435
654	1384
654	4352
655	3952
656	939
656	3275
657	3632
658	186
658	2383
659	2529
660	1343
660	2767
660	3143
660	3574
661	1566
662	4121
663	1215
664	3870
665	1001
666	2465
667	971
668	34
668	237
668	647
668	2145
668	4584
669	1782
670	915
670	4315
670	4538
671	4388
671	4607
672	1165
672	1683
672	2163
672	2224
672	4381
673	3256
674	3007
675	731
676	2583
676	2789
678	1618
678	4430
679	965
680	2153
680	3415
681	1547
681	2622
681	3177
682	851
683	1273
684	784
684	2989
685	4198
686	293
686	1765
686	1857
686	1870
686	3063
686	4300
687	4097
688	1352
689	2182
689	4452
690	4430
691	4430
692	959
693	1614
693	1931
693	2300
693	3848
693	4454
693	4605
694	1587
694	1934
694	2112
694	2309
694	3049
694	4172
695	4250
695	4277
696	1470
697	442
697	890
697	1642
697	1782
697	2407
697	3067
697	3948
697	4268
698	3553
699	1414
699	1490
699	2943
699	4323
700	1642
700	1866
700	2407
700	2860
700	4028
701	1197
702	2514
703	2097
704	1852
705	1154
706	1652
706	2231
707	3765
708	1251
708	1983
709	1205
710	877
710	1852
711	170
711	1982
712	2307
713	953
713	1504
713	2258
713	4608
714	4429
714	4448
715	4
715	2399
716	4388
717	2644
718	458
718	3326
719	293
719	3428
720	2465
721	847
721	1752
722	1230
722	2248
723	4430
724	3649
725	828
725	3497
725	4116
726	174
726	288
726	930
726	2017
726	2618
726	3884
726	3913
726	4560
727	4512
728	4528
729	2504
730	1307
730	3360
731	397
731	430
731	470
731	509
731	542
731	601
731	625
731	649
731	675
731	1425
731	1461
731	1548
731	1554
731	1584
731	1937
731	1969
731	2203
731	2301
731	2339
731	2433
731	2476
731	2478
731	2488
731	2571
731	2763
731	2971
731	3208
731	3502
731	3679
731	3740
731	3751
731	3825
731	4026
731	4242
732	3142
732	3993
733	509
734	293
734	1293
734	1343
734	3193
735	1701
735	2426
736	1449
736	3010
737	493
738	153
739	835
740	1624
741	3284
742	2654
743	857
743	3069
744	77
745	1794
746	3545
747	169
747	1391
748	1435
749	464
749	2490
749	3280
750	132
750	1667
750	2543
750	2622
750	3134
750	3436
750	3466
750	4553
751	2190
752	3640
753	520
754	1680
754	4290
755	4529
756	107
757	2729
757	3651
757	4154
758	1885
758	2131
758	3825
759	965
760	2831
761	1073
762	4047
763	3517
764	1719
764	2691
764	2996
764	3372
765	318
765	1253
765	1409
765	1700
765	3336
766	1116
767	1665
769	965
769	3115
769	3517
770	1498
771	2802
772	1401
773	2340
773	2638
773	3701
774	525
774	4349
775	300
775	650
775	995
775	1492
775	1571
775	2938
775	3878
775	4349
775	4549
776	3082
777	277
777	1233
777	1584
778	166
778	1476
779	3214
780	1293
780	1580
780	1642
780	2925
780	3530
780	4267
780	4268
781	976
781	1851
781	2042
781	2980
781	3861
781	4161
782	2112
782	2405
783	1608
784	684
784	1435
784	4318
785	4218
786	1389
787	1944
788	92
788	118
788	400
788	468
788	995
788	1131
788	1422
788	1447
788	2277
788	2845
788	3072
788	4434
789	112
790	0
791	1269
791	3562
792	926
792	1288
792	1429
792	1458
792	1708
792	3456
792	4075
792	4299
792	4506
793	2718
794	577
794	4359
795	348
795	1166
796	289
797	3832
798	957
798	3115
798	4067
799	1498
799	4111
800	3849
801	932
801	1697
802	4173
803	1368
803	4312
804	585
804	4195
805	2368
806	1517
806	1551
806	4114
807	946
807	4581
808	3067
808	3948
809	614
810	1646
811	974
811	2703
811	4564
812	3373
812	3523
813	3122
814	2504
815	4165
816	488
816	1969
816	3008
817	1345
818	2253
819	2587
820	2705
821	1616
822	1343
822	4497
823	18
824	3080
824	4239
825	1733
825	2575
826	579
827	1233
827	2902
828	725
828	3497
828	4430
829	4016
829	4057
829	4491
830	941
831	4228
832	540
832	1597
832	4582
833	188
833	1139
833	2489
833	4145
833	4184
834	228
834	639
834	867
834	1676
834	3471
834	4250
834	4277
835	67
835	326
835	460
835	739
835	898
835	932
835	1323
835	1616
835	1697
835	2439
835	2686
835	3615
835	3845
835	4523
836	1561
837	3245
838	2084
839	2661
839	3076
840	909
840	3637
841	312
842	2983
842	3843
843	2463
843	3753
844	3063
844	4300
845	2554
846	1630
847	721
847	1752
848	405
848	1106
848	1189
848	3132
848	3791
849	3517
850	3936
851	682
852	132
852	2048
852	2111
852	2799
852	3911
853	2332
853	2845
854	3312
855	897
855	1858
855	2782
855	2926
855	3973
856	344
857	743
857	1470
857	2381
857	2611
857	2712
857	4320
858	4359
859	1474
860	866
860	2427
860	2792
861	2320
863	877
863	1852
864	299
865	1071
866	860
866	1116
866	3372
866	3517
867	228
867	834
868	2405
869	241
869	277
869	410
869	974
869	1233
869	1698
869	2019
869	2260
869	2303
869	2896
869	2962
869	3517
870	933
871	2033
872	2295
873	1343
873	1454
873	2007
873	2501
873	3063
873	3234
873	3455
873	3515
874	4110
875	901
875	3067
876	3692
877	710
877	863
877	1852
877	1870
877	1969
877	2008
877	2336
877	2654
877	3477
878	3437
879	1324
879	4452
880	2136
880	2414
880	3382
881	1009
881	1894
881	3992
882	64
882	84
883	1457
883	2947
883	3750
883	4270
883	4388
884	4430
885	4605
886	64
886	933
887	2472
887	4245
887	4601
888	83
888	3566
889	3388
890	113
890	225
890	436
890	697
890	1196
890	1293
890	1496
890	1565
890	1654
890	1685
890	1734
890	1825
890	1913
890	1946
890	2142
890	2153
890	2315
890	2489
890	2578
890	2642
890	2654
890	2819
890	3063
890	3067
890	3374
890	3380
890	3439
890	3515
890	3569
890	3948
890	4221
891	1080
892	4315
893	162
893	2148
893	2223
893	2733
893	3286
893	3582
894	2633
895	1341
896	4029
897	287
897	855
897	3369
897	4486
898	67
898	835
898	2746
899	2863
900	290
900	1677
900	2141
900	2190
901	225
901	466
901	875
901	1075
901	2499
901	3380
901	3476
901	4184
902	1181
903	3990
904	54
904	1767
905	2117
905	3793
906	1618
907	3232
908	362
908	1668
909	840
911	2960
912	4194
913	622
914	1243
914	1812
914	2702
914	2858
915	670
915	4013
915	4315
916	2452
916	3361
917	2112
917	2405
918	3795
918	4169
919	2164
920	555
921	377
921	1501
921	2953
921	3042
921	4032
922	2060
923	4330
924	226
924	344
924	653
924	1141
924	1765
924	2117
924	3900
925	1942
926	792
926	4388
927	1009
927	1894
927	3992
928	3916
929	4311
930	726
930	1020
931	624
932	801
932	835
932	1797
933	64
933	317
933	496
933	870
933	886
933	987
933	1169
933	1173
933	2520
933	2762
933	2850
933	3771
933	4006
934	105
934	521
934	1254
934	2733
934	3286
935	102
936	310
936	624
936	1446
936	2845
937	2579
938	567
939	656
940	950
941	425
941	830
941	988
941	1324
941	3190
941	3606
942	3118
943	2506
943	3245
944	4276
945	216
946	807
947	1728
947	2522
947	3422
948	555
949	2580
950	940
951	76
951	1937
951	2001
951	2691
951	4106
952	4538
953	713
954	2991
954	3276
954	3749
955	2842
957	798
957	1418
957	1816
957	2568
957	3658
957	3738
957	4524
958	2503
959	692
959	1631
960	1641
961	3699
962	1857
962	1870
963	16
964	2396
965	388
965	471
965	625
965	679
965	759
965	769
965	1093
965	1182
965	1645
965	1736
965	1878
965	1943
965	2001
965	2014
965	2262
965	2273
965	2526
965	2559
965	3366
965	3679
965	4085
965	4242
965	4451
965	4555
965	4602
966	2477
967	2287
968	1815
969	4311
971	667
971	2362
971	3005
972	2204
973	1415
973	3453
973	4398
974	811
974	869
974	1233
974	1329
974	1646
974	2246
974	2679
974	3337
974	3490
974	4340
975	567
976	781
977	2347
978	159
978	526
978	2313
979	3196
980	1215
981	1487
982	235
983	190
983	1959
984	3974
985	396
986	1385
986	3115
986	3517
987	933
988	941
988	3326
989	2465
990	36
992	3918
993	2499
994	36
994	2826
995	525
995	775
995	788
995	2845
995	3369
996	1723
996	3558
997	4388
998	1274
998	3547
999	3948
1000	1211
1000	1672
1001	665
1002	525
1002	4349
1003	372
1003	2844
1003	3662
1004	1878
1004	4493
1005	152
1005	1123
1006	2639
1007	35
1008	3286
1009	570
1009	881
1009	927
1009	1282
1009	2286
1009	2973
1009	3506
1009	3828
1009	3992
1009	4093
1010	293
1010	1293
1011	4315
1012	3685
1013	45
1013	1127
1013	1440
1013	2347
1014	4118
1015	1244
1016	3898
1017	1805
1017	1969
1017	2622
1017	3630
1018	2253
1019	2143
1019	2863
1020	257
1020	930
1020	1094
1020	1730
1020	3668
1020	3913
1021	3346
1022	353
1022	483
1022	2101
1022	2826
1022	3527
1023	2394
1024	435
1025	1407
1025	4225
1026	3636
1027	287
1028	335
1029	3643
1030	2112
1030	3049
1031	224
1032	581
1033	1871
1033	4206
1034	50
1034	2622
1034	2863
1034	3951
1035	1760
1035	3762
1036	1676
1036	3676
1037	442
1037	2156
1037	4139
1038	256
1038	316
1038	2591
1038	4109
1039	1078
1039	1796
1039	3623
1039	4525
1040	3945
1041	2622
1041	2863
1042	1332
1043	2602
1044	1249
1044	3299
1045	1315
1046	296
1046	1927
1046	2844
1046	2882
1046	3467
1046	3659
1046	4211
1047	506
1047	3028
1047	3037
1047	3105
1047	3542
1047	4511
1048	1618
1049	2802
1049	4435
1050	633
1051	464
1051	3583
1051	3702
1051	4262
1052	485
1052	2689
1053	1969
1053	2350
1053	3377
1054	1293
1054	1642
1054	4268
1055	1126
1055	3918
1056	2414
1056	2874
1056	4315
1056	4538
1057	2329
1057	3851
1058	330
1058	1604
1059	1207
1060	4330
1061	304
1062	16
1063	2364
1064	1215
1065	1488
1065	2285
1066	4182
1067	2039
1067	2054
1067	2424
1067	2603
1067	3014
1067	3996
1067	4041
1069	1347
1069	1724
1069	2082
1069	2166
1069	3761
1070	2862
1071	865
1072	1282
1072	1951
1073	761
1074	2739
1074	2784
1075	901
1075	3067
1075	3948
1076	522
1076	3236
1077	1376
1077	2186
1077	3827
1077	3835
1078	1039
1079	3346
1080	891
1081	143
1081	2406
1082	3847
1083	3516
1084	2088
1084	2196
1084	3981
1085	2691
1086	2909
1086	3326
1086	3517
1087	4047
1087	4464
1088	2675
1089	1498
1089	2769
1089	3369
1089	4402
1089	4486
1089	4549
1090	2881
1091	1732
1092	2802
1093	965
1093	4479
1094	1020
1094	2061
1094	3785
1095	2714
1096	1257
1096	2264
1096	3991
1097	2504
1098	3587
1099	3719
1100	2069
1100	4013
1101	2465
1101	3985
1102	1238
1103	442
1104	16
1105	3067
1105	3948
1106	848
1107	2285
1108	2535
1109	2329
1110	614
1110	1548
1110	1762
1110	2184
1110	2490
1110	3115
1110	3280
1111	4427
1112	3093
1113	1163
1114	293
1114	2589
1114	2816
1114	3067
1114	3139
1114	3193
1114	3569
1114	3776
1114	4305
1115	1309
1115	2215
1115	3712
1115	4567
1116	766
1116	866
1116	1127
1116	1736
1116	2019
1116	2159
1116	2307
1116	2458
1116	2634
1116	2968
1116	3006
1116	3280
1116	3305
1116	3420
1116	3756
1116	3999
1117	577
1118	4255
1119	624
1119	1697
1119	2104
1119	2248
1119	2504
1120	3047
1121	1446
1122	2107
1123	31
1123	1005
1124	1768
1124	4479
1125	1608
1126	1055
1126	2886
1126	3918
1126	4100
1127	1013
1127	1116
1129	2825
1130	1233
1130	2232
1130	4495
1131	788
1131	2845
1132	1798
1132	1901
1132	3487
1133	2465
1134	3772
1135	2351
1136	2067
1137	2239
1137	2329
1138	2926
1139	833
1139	1642
1139	3948
1139	4184
1140	2112
1141	226
1141	567
1141	924
1141	1882
1141	2213
1141	2451
1141	3140
1141	3628
1141	4306
1142	4486
1143	3772
1143	4551
1144	2307
1144	4047
1145	181
1146	203
1147	514
1148	316
1148	3986
1148	4109
1149	2803
1150	3159
1151	385
1152	1537
1153	43
1153	2482
1154	705
1154	4280
1155	2326
1155	3517
1156	2661
1156	3683
1157	1750
1157	3269
1157	3454
1158	1544
1158	1568
1158	1719
1158	3596
1159	1415
1159	2512
1159	3453
1160	3082
1161	1534
1162	4092
1163	1113
1163	2329
1163	2425
1163	3851
1163	3972
1163	4416
1163	4488
1164	3916
1165	631
1165	672
1165	2163
1165	4018
1165	4381
1166	348
1166	795
1166	2250
1166	2532
1166	2625
1166	3160
1166	3470
1166	4383
1166	4599
1167	1784
1168	1464
1169	64
1169	933
1169	3403
1170	3318
1170	3895
1170	4159
1171	530
1171	4591
1172	2002
1173	933
1174	1415
1174	3453
1174	4398
1175	2825
1176	577
1176	4359
1177	2242
1178	1468
1179	477
1179	2108
1179	4234
1180	2591
1181	902
1182	187
1182	277
1182	648
1182	965
1182	1408
1182	2131
1182	2162
1182	2260
1182	2303
1182	3075
1182	4399
1183	1565
1183	1619
1183	3477
1184	557
1184	4079
1185	3065
1185	3880
1186	2596
1187	558
1187	2587
1188	32
1188	2050
1189	848
1190	2139
1191	1342
1192	4532
1193	1922
1194	2502
1195	1268
1196	293
1196	890
1196	1343
1196	3063
1197	701
1197	2654
1197	3415
1197	3465
1198	1449
1198	2294
1198	4448
1199	2013
1200	1440
1201	3772
1201	4551
1202	3540
1203	39
1203	1482
1203	3610
1204	641
1205	709
1205	2009
1205	2557
1205	4246
